data,time
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
200,0
300,0
400,0
500,0
600,0
700,0
800,0
900,0
1000,0
2000,0.4
3000,1
4000,2
5000,2.1
6000,3.2
7000,3.5
8000,4
9000,5.2
10000,5.5
20000,14.8
30000,21
40000,29.4
50000,35.4
60000,43.8
70000,54
80000,63.2
90000,98
100000,83.1
