data,time
10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
200,0
300,0
400,0
500,0
600,0
700,0
800,0
900,0
1000,0
2000,1
3000,1.1
4000,2.3
5000,2.9
6000,3.4
7000,4.1
8000,4.7
9000,5.3
10000,6.2
20000,13.9
30000,25.7
40000,33
50000,40.7
60000,46.7
70000,56.2
80000,67.1
90000,88.8
100000,85.2
